# BEAST v1.7.5
# Generated Fri Feb 28 17:33:44 CET 2014 [seed=1393605223487]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	speciesTree.splitPopSize8	speciesTree.splitPopSize9	speciesTree.splitPopSize10	speciesTree.splitPopSize11	speciesTree.splitPopSize12	speciesTree.splitPopSize13	speciesTree.splitPopSize14	speciesTree.splitPopSize15	speciesTree.splitPopSize16	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	cluster141.treeModel.rootHeight	cluster141.kappa	cluster141.frequencies1	cluster141.frequencies2	cluster141.frequencies3	cluster141.frequencies4	cluster141.clock.rate	cluster261.treeModel.rootHeight	cluster261.kappa	cluster261.frequencies1	cluster261.frequencies2	cluster261.frequencies3	cluster261.frequencies4	cluster261.clock.rate	cluster309.treeModel.rootHeight	cluster309.kappa	cluster309.frequencies1	cluster309.frequencies2	cluster309.frequencies3	cluster309.frequencies4	cluster309.clock.rate	cluster353.treeModel.rootHeight	cluster353.kappa	cluster353.frequencies1	cluster353.frequencies2	cluster353.frequencies3	cluster353.frequencies4	cluster353.clock.rate	cluster447.treeModel.rootHeight	cluster447.kappa	cluster447.frequencies1	cluster447.frequencies2	cluster447.frequencies3	cluster447.frequencies4	cluster447.clock.rate	cluster648.treeModel.rootHeight	cluster648.kappa	cluster648.frequencies1	cluster648.frequencies2	cluster648.frequencies3	cluster648.frequencies4	cluster648.clock.rate	cluster659.treeModel.rootHeight	cluster659.kappa	cluster659.frequencies1	cluster659.frequencies2	cluster659.frequencies3	cluster659.frequencies4	cluster659.clock.rate	cluster748.treeModel.rootHeight	cluster748.kappa	cluster748.frequencies1	cluster748.frequencies2	cluster748.frequencies3	cluster748.frequencies4	cluster748.clock.rate	cluster849.treeModel.rootHeight	cluster849.kappa	cluster849.frequencies1	cluster849.frequencies2	cluster849.frequencies3	cluster849.frequencies4	cluster849.clock.rate	cluster141.treeLikelihood	cluster261.treeLikelihood	cluster309.treeLikelihood	cluster353.treeLikelihood	cluster447.treeLikelihood	cluster648.treeLikelihood	cluster659.treeLikelihood	cluster748.treeLikelihood	cluster849.treeLikelihood
0	-826.1491811173722	0.001200830662922768	-22012.429416076913	3.4525345443206734	-806.1895527449668	-21206.239863331946	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	1.0	0.5	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	0.9999999999999999	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	0.9999999999999999	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	-2111.243187697828	-2267.298111749228	-1613.182888947998	-1983.0076833448707	-2796.3225927991007	-2224.634321434367	-2291.280729647869	-2782.082120082812	-3137.1882276278743
30000	175.83868090720426	0.005820491606904762	-7762.124519882656	22.050574526570774	241.6181567960782	-8003.742676678735	0.00635499524509766	0.026103283362627065	0.029607076715932303	0.03598770788189061	0.0099860341064052	0.017947362276218095	0.04783564713726922	0.005898973773027471	0.020183756115415535	0.0033168844920498123	0.006145051713395235	0.003582395114700116	0.014063835518072632	0.002152002801130651	0.008609124579279653	0.0032164377431318576	0.0106804565587918	0.6707408842755368	0.9964896569560714	0.04336485971779792	1.3071949238010312	0.27149929327018985	0.22909307593878936	0.23022944499774964	0.2691781857932712	0.09293092716036565	0.012702996879487598	4.493466473075671	0.2636579304396756	0.21046836431822252	0.22974544319234452	0.29612826204975734	0.3670939708727827	0.024043222797806314	0.634768732027733	0.2549639053845657	0.23060746764715684	0.23881782651382058	0.27561080045445685	0.1827038020311336	0.023036656877592668	2.0492480847694328	0.23505132261723774	0.26841538169175416	0.2179402738001913	0.27859302189081686	1.4549208547139847	0.012841446544837909	1.249304415549044	0.2564096591815319	0.24515663675495497	0.24336089281005624	0.25507281125345693	0.15414956596152982	0.012912508986623647	2.226236002482742	0.2776241632615538	0.2272099539054735	0.2301704562498248	0.2649954265831479	0.18491503457043182	0.012568267669197282	2.0426278402646076	0.26375163214678277	0.22861462195386212	0.2390334147547179	0.26860033114463716	0.18350028486104325	0.022969362059882564	1.990521526304126	0.25593914804858325	0.24152280231752266	0.24768030765396254	0.25485774197993155	0.6311366866709885	0.022190205728604123	3.429469537844122	0.22894534578352937	0.259048280323832	0.2693467007793957	0.242659673113243	0.20276850735946927	-829.8258514375357	-741.6863129203952	-798.3825303430733	-702.942543777232	-949.4729709593863	-904.8974099033393	-761.5159800071636	-1157.3644038692662	-1157.6546734613432
60000	199.34862560839738	0.006302771166849535	-7676.0296111500875	25.15589960357481	291.17603571805	-7967.205646868138	0.0010211700173834975	0.0033332037151902103	0.005054713697999031	0.004980696929947039	0.004841439953966979	0.0014176776571553586	0.00476641249663198	7.631170012676975E-4	0.0020274163343270454	0.0012296920705390517	6.832379704013483E-4	7.339147857447585E-4	7.720449315870408E-4	0.0024088555047792463	5.865115338497353E-4	0.0034121302193592883	0.0021319268190094784	12.663721970508291	0.9830488074578437	0.011811892658065303	2.7938608303529184	0.283931656743917	0.22880197995880694	0.2035866662702143	0.28367969702706175	0.3082970189099299	0.01408257896212571	7.437582772754216	0.28609995404095234	0.1867721795569234	0.22580209616942545	0.3013257702326986	0.6726607113603263	0.014530238544343599	1.367360578784117	0.2580624680109932	0.1703277055204988	0.25980961712582945	0.31180020934267855	0.15834683100857047	0.007676115357587681	4.181699402071205	0.24941754854547865	0.2664447820979599	0.19525966772201342	0.2888780016345481	2.0703175805113503	0.012238253990381797	3.332256658858209	0.26904754363645733	0.2383731747173799	0.21217304471903412	0.2804062369271288	0.09439569653287713	0.01680616982699484	7.9969842130223086	0.25356099326839715	0.2701229075859052	0.20633324777685255	0.2699828513688452	0.2557084984842566	0.01652717835093865	0.5205309741605062	0.29055892383024273	0.23075898090653996	0.21508647912701653	0.26359561613620075	0.04798673209644119	0.012958240965499595	2.585956344330561	0.301738755302507	0.2222103222884025	0.216353143004072	0.2596977794050184	0.8763966239937545	0.007481498831043646	5.3714298270066765	0.2132966175346103	0.26501842775628454	0.2776878637917474	0.24399709091735786	0.7103855437928882	-826.614304328469	-741.3323957997337	-789.2944375726441	-707.0011001680612	-938.6224757322551	-903.1889107732095	-757.1744756551982	-1148.3684177774282	-1155.6091290611387
90000	265.5802008962594	0.0013693129248374418	-7578.707275948924	28.927421352288604	359.71346395185145	-7938.4207399007755	3.626319932540512E-4	0.00161409532329083	4.2793503548622095E-4	0.0015678461072851587	0.0022466495628052628	0.0010469646349982463	0.0021814664918273596	3.710164035599856E-4	6.206260340695098E-4	1.9519986108223206E-4	0.0010366372712482673	8.763042336227964E-4	1.3193446530119487E-4	3.815026912083352E-5	2.987471582812156E-4	6.443321259089992E-4	0.0010129187365094426	33.618620414576185	0.9512047459661753	0.006921441242116658	3.8694161926232353	0.3264547812276621	0.16890590525282245	0.21455754369529575	0.29008176982421985	0.6056631613609386	0.0019233031706906523	9.586649089653474	0.2519594711260218	0.21743857409694886	0.22305221250477902	0.30754974227225007	0.8281822804639005	0.002468132602289854	1.2139575055249552	0.2737514824433129	0.14588353437697352	0.2632586750398189	0.31710630813989477	0.8562295525350734	0.005856026721635612	2.64175190316764	0.23271992507642097	0.2547145397003629	0.2127972329405595	0.2997683022826568	4.78931902733674	0.0018272891883019161	5.73601146687355	0.29204879881398615	0.22535572797915854	0.1959050355852016	0.2866904376216539	1.2483059761386879	0.0031624521643313537	5.808707267376355	0.2759508331580111	0.26229921378732995	0.21080057524060974	0.25094937781404925	1.3768341393276575	0.003970212890845357	1.2713720949634628	0.29875499409390543	0.19796196892875673	0.21328054203443933	0.2900024949428984	0.9125534961943181	0.0021734539950199	1.762972841545206	0.2921294439672213	0.195122128962913	0.23213175229633684	0.2806166747735287	5.915250541002244	0.0044894284035682805	23.30771427775996	0.20629739368934563	0.2541651124352485	0.3216854866646986	0.21785200721070733	1.1818970990794802	-819.006824713253	-747.4547755370535	-786.3425607555863	-700.7084299439754	-932.6521067352168	-902.5063412866402	-752.4576046887739	-1152.122562553115	-1145.169533687162
120000	159.11095892539242	0.04426087201727131	-7715.79666739463	10.114214478353198	218.56790482682845	-7934.364572221459	0.004958715081250075	0.025517573392750036	0.011790261847828333	0.01196684032096362	0.023194193654609962	0.007267504595167337	0.013360200131429011	0.00919476115317977	0.004160142776228977	7.72942072314597E-4	0.007256417708443257	0.014638651705092473	0.002829042005875171	0.009613336195931592	0.004690842635328632	0.01522791422414568	0.005235797139216016	36.81708012198288	0.8865961455275918	0.0893870395491434	2.6654210993786536	0.319962495439823	0.16783526708335825	0.18713632251970955	0.3250659149571094	0.037001373292215214	0.0639636692051298	9.309416995116107	0.24897578635280473	0.21233365524611175	0.23866814297070707	0.3000224154303762	0.11532960365269875	0.04712741646280423	3.260921870546049	0.2922622246838166	0.14671983999994404	0.25397764172448667	0.30704029359175283	0.07228676894762044	0.12803118058772595	2.1258878222298248	0.1926980952314982	0.2628865869017768	0.23575916905787148	0.30865614880885367	0.23165662860181593	0.05622845076927562	0.4694274034788944	0.3025242891108959	0.23611157179530048	0.1803934893921273	0.28097064970167657	0.05360439090712834	0.08667483012662208	10.236764862746684	0.2499128301222238	0.27101754100227965	0.20976974230109025	0.2692998865744064	0.026429045156065523	0.09063623784857527	3.155593080817598	0.32079895882647474	0.17967452899482386	0.22037738072774915	0.27914913145095216	0.04006328552859077	0.04876265321490249	1.8342432923625236	0.2899310888108253	0.21028526555530588	0.24347016848527026	0.2563134771485985	0.3154156404710555	0.08636217500570142	20.85626413669043	0.21554932942346855	0.2488173878462511	0.3399899029500467	0.1956433797802336	0.06505977577659268	-819.0673261540541	-748.6772730576647	-781.0182080419559	-703.3452537843767	-929.2181511776455	-904.4895644860338	-747.4867617294815	-1154.3773894759493	-1146.6846443142988
150000	189.39924093447888	0.010782876594349036	-7650.146307791503	20.45598108040983	262.5352854028076	-7912.681593194311	0.0020111772299454627	0.004555609514993476	0.001977617011245953	0.011120748003804153	0.015619833543511475	0.006424776349346125	0.007737390947008066	0.0029287040937367686	0.005287197289905025	0.003786540994550324	0.00137655655353871	0.005642973860575569	0.0010367502099193967	0.001971624423350931	0.001742552555714588	0.0019117308166586178	0.007687524848707204	42.45960736935686	0.706577332554977	0.02154718702192166	5.069247074002128	0.30645464618697565	0.17510442106834792	0.187901614776518	0.3305393179681586	0.21216165021570632	0.02261910559339854	16.72869382333127	0.27513352325980683	0.20613579795652728	0.21995668051868345	0.2987739982649822	0.25790065977382287	0.013639757021568874	1.0119614345819021	0.30338843995743964	0.15113659907936372	0.23712002870205623	0.3083549322611405	0.10675180309730366	0.029624733923174502	1.7043108405356135	0.19855321079996677	0.24962748744814975	0.22402135413591528	0.3277979476159683	0.8118117881798286	0.016132857465449083	1.5036177581728805	0.3258330792115149	0.20069087665457144	0.15071341515165707	0.3227626289822568	0.1834402279060508	0.011839419986881124	16.676096844335323	0.2918611132860938	0.2571424281618433	0.21315773041719532	0.23783872813486762	0.3386805672986756	0.02043396388570676	2.255538510265292	0.3324849190182524	0.17628360070630103	0.1854500753494772	0.3057814049259694	0.11121763099033032	0.033304816973466704	1.6299419455271167	0.3179007409463016	0.1677958384039341	0.2413516316264772	0.27295178902328704	0.3624745260253887	0.021764143095990136	11.355367343937813	0.19846974175500742	0.24848305712707838	0.3184915943546861	0.23455560676322815	0.13020961073280837	-817.2943120438256	-740.9260854329175	-776.0920296991782	-702.6764577152236	-926.8892002996514	-903.7884810840096	-745.2203559067437	-1153.2461982571333	-1146.5484727556282
180000	179.08554207881093	0.017519121466572023	-7662.671714654633	16.656320309737932	249.92742519580503	-7912.599139850438	0.0019733824757694547	0.00913636477977665	0.0063699021028557935	0.005633778678359911	0.01468714852351086	0.004250027133031691	0.013401564251563861	0.008039529128924368	0.0022004789001853326	8.517213669779726E-4	0.0032108894337959572	0.001358985833724059	0.0018545048895114175	0.007692102496479859	0.001268184940896047	0.008920186864376206	0.0018916112274415156	15.770034314633389	0.6783966632962496	0.06187067214300927	4.1107400015726325	0.3370725889167248	0.17783645001794648	0.16672939497775938	0.31836156608756955	0.09357634103039351	0.01999341804058308	7.840939981962047	0.30639860921934176	0.1643896968515371	0.22325197678623263	0.30595971714288844	0.21341043785707325	0.02186430208377051	3.072458431716803	0.3191472201011686	0.12809276927708418	0.24784249233403105	0.3049175182877164	0.10771265931463221	0.041060645042347035	3.3697470950908817	0.20188355151756807	0.25438039314790245	0.24080452695663504	0.30293152837789444	0.6790639249731922	0.035156208309146626	1.7178975179216698	0.32558857358052123	0.20580925974875203	0.1527298133030669	0.3158723533676602	0.03898495193121347	0.024425385086365756	18.944664405466384	0.24953018132538918	0.28671727854497064	0.21392209522528574	0.24983044490435435	0.10269590252856736	0.03665057751577335	0.6016406950793185	0.2994581169240426	0.16295569194760146	0.18476758186827846	0.3528186092600774	0.10911922006972745	0.038247064263905214	1.7413959861820159	0.28688050915738555	0.17498635203101917	0.26048639228498827	0.277646746526607	0.32517888466044653	0.03074900955446033	74.90531205095547	0.20449227840200257	0.23043338685518672	0.33060395762731526	0.2344703771154955	0.1497055766564916	-817.8316535723094	-741.2506100128967	-775.6682410113033	-702.0161934185733	-926.5788717397791	-902.9688077202632	-746.9005973322577	-1153.8880803373113	-1145.4960847057455
210000	185.7146336214034	0.011548428645208749	-7656.084384095245	19.047381894166108	256.6242855221583	-7912.708669617403	0.0022475874765242117	0.0041763594125572194	0.011845894713523982	0.009574403083741953	0.008073666028633368	0.005389444526444218	0.0071164995513210835	7.07660226960598E-4	0.007521609689413016	0.0025253386884686413	0.0036847886667789116	7.897387543669169E-4	0.002778334271178579	7.58385742666233E-4	0.005613085269167377	0.006024412781384993	0.005876879555711078	25.50689285483136	0.7243090496444116	0.02280499275805061	2.5250179385595404	0.31718358565729876	0.18183785794705942	0.18600840863594062	0.3149701477597014	0.1698509739661366	0.017844255692346732	13.429109051293786	0.31088444805105353	0.15566730461251613	0.21290959926908276	0.32053864806734755	0.23789655665456547	0.0273739132401081	5.636052731327426	0.3200160270281565	0.13705397022604107	0.20212552319786947	0.3408044795479332	0.1175218151222925	0.025299822685973094	1.8394238401880438	0.1972629331812728	0.2469924764480837	0.22908314681292397	0.3266614435577195	0.9042226068547062	0.012654677869128573	1.5725631186278348	0.3434586511095744	0.21236542709586706	0.13775941807355518	0.30641650372100365	0.06463438587628945	0.020202462592948448	7.500602496001416	0.2754411170378991	0.23952454911852786	0.20493067387379932	0.28010365996977366	0.1478621855703481	0.029136622304061086	1.2296417465217937	0.2982683227065594	0.17600504388950608	0.1782036443513543	0.3475229890525803	0.15194370343067742	0.017653883377305935	1.639072395359223	0.2973321609551176	0.18774780067762215	0.25147450286675027	0.26344553550051003	0.7202998701267607	0.016161605593010005	96.55850944376772	0.22289340900511606	0.23082210229286587	0.3359863878211915	0.2102981008808266	0.23608147922132006	-820.143882293032	-743.7461799858188	-770.3714430748823	-703.9805771886057	-926.2268906493632	-900.9650942329177	-747.144585801423	-1156.1419097312591	-1143.9881066601015
240000	145.64028823610946	0.028202317430606128	-7711.711291053842	16.240451287748662	198.52506465504257	-7910.236355708884	0.007292696341279012	0.03861283370215723	0.03056603749556972	0.03233904416819678	0.02094972134063631	0.02873339105504212	0.021947570091562313	0.004924416287763506	4.0446159180097E-4	0.007622008680915242	0.008301753783249922	0.016781066403381315	0.011116836100896475	0.0125636198873576	0.032474865264068196	0.006165515853012827	0.02806228780781041	56.803289646527936	0.4491674291556319	0.06679685336062198	1.5962515307388299	0.34095080467990013	0.15872195458410035	0.18623117214290522	0.31409606859309464	0.06531252682479678	0.04782278174845184	38.90686311235836	0.28400066907865634	0.16279097541576998	0.23197791203170115	0.32123044347387253	0.0626396169015237	0.058470227270384666	3.373041344573908	0.3384026963082091	0.12684501575541848	0.19350219358665371	0.341250094349719	0.020079569862225304	0.09755220909390404	3.233255409581075	0.22458465300796743	0.2945423178262236	0.190514287111348	0.2903587420544609	0.23383545144858583	0.12514491239236422	1.71733910712193	0.36438519588341794	0.19233399776817833	0.13624942220535052	0.30703138414305353	0.03935888495739584	0.09159856547730336	7.117342349123918	0.26963156938051097	0.2292882940588694	0.2162763731926874	0.28480376336793223	0.04553598309038126	0.042635458004075366	8.271711261655344	0.34343632763769316	0.1409922482589885	0.20533372022495358	0.31023770387836463	0.019365197866435625	0.0596162001059421	1.6833366337643978	0.2793627895423709	0.20318265005941238	0.2290843079453165	0.2883702524529003	0.18132840224760272	0.061329058163067565	252.9406168618803	0.1925901204351592	0.2512920365332656	0.34893423252618316	0.20718361050539214	0.06402994357945765	-820.6574645960706	-742.707418975715	-772.0726506549229	-701.0738067724893	-928.9037482062389	-904.4246913782688	-743.6965083651935	-1152.275154576113	-1144.4249121838718
270000	236.6235218258535	0.003968615918424449	-7581.131986346995	25.014314441571862	321.37357312561437	-7902.50555947261	4.841234557970051E-4	0.0018224408020603201	0.003376887004823538	0.0020087257017449398	8.891638991154613E-4	0.0016268521535385762	0.0021877428573619144	0.0018527208733054824	2.2998273049315188E-4	9.914406755360622E-5	2.636982580854159E-4	4.346127030725895E-4	0.0019589023553052334	0.0012779648301455757	0.002313916466305208	0.0018910804543905866	0.0015147581001360426	108.21868361260553	0.7183507856405528	0.005428041661716302	4.033116259958352	0.33220817542977127	0.18971934145685304	0.20835978189685594	0.26971270121652	0.7305418728482849	0.01190648875630571	25.593956816310158	0.29386739414732205	0.1762539770081359	0.1938285859640568	0.33605004288048534	0.550456010165614	0.010767743692640509	4.341987703786294	0.36731043491629684	0.1469230470986605	0.18903162500206172	0.2967348929829812	0.15525397752356693	0.015997143594004684	5.367981568720318	0.22306861795425945	0.2785827435455546	0.20074447263675638	0.2976041658634294	1.3964552212390327	0.006487347344209423	1.0047922199653219	0.35032089076587386	0.230489997045954	0.1517934964146341	0.26739561577353826	0.40317336140420984	0.004268646929105148	17.75500583145951	0.2665835271775777	0.25459244181006396	0.19722738294235861	0.2815966480699999	0.6017819731025098	0.011340416091277183	2.8269443317139786	0.33340436326531425	0.15634473919968678	0.17183252736612925	0.3384183701688697	0.13963272628020956	0.010706750849073788	2.0568635046578425	0.30124628761920996	0.199762615125326	0.21021365732165154	0.28877743993381266	1.2520763488783018	0.006459563105489041	70.95165870581484	0.20284484925847482	0.2313591908678597	0.34950862715069253	0.2162873327229732	0.7449445902130876	-824.4281785869083	-741.5452129893649	-770.6934035388695	-700.9370705929285	-926.791149040733	-902.6117333970884	-743.6422723942089	-1147.8740769951717	-1143.9824619373367
