name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Japanese_monkeys	NA	NA	NA	36513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Lemur_catta	NA	NA	NA	9447	NA	NA	NA	9446	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Varecia_variegata	NA	NA	NA	9455	NA	NA	NA	9454	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Varecia_rubra	NA	NA	NA	554167	NA	NA	NA	9454	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_coronatus	NA	NA	NA	13514	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_fulvus	NA	NA	NA	13515	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_macaco	NA	NA	NA	30602	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_mongoz	NA	NA	NA	34828	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_rubriventer	NA	NA	NA	34829	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_cinereiceps	NA	NA	NA	639525	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_rufus	NA	NA	NA	859983	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Eulemur_albifrons	NA	NA	NA	1215604	NA	NA	NA	13513	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Hapalemur_griseus	NA	NA	NA	13557	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Hapalemur_aureus	NA	NA	NA	122222	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Hapalemur_simus	NA	NA	NA	122223	NA	NA	NA	13556	NA	NA	NA	9445	NA	NA	376915	376911	9443	314146	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
