# BEAST v1.7.5
# Generated Fri Feb 28 21:49:15 CET 2014 [seed=1393620554599]
state	species.coalescent	speciesTree.rootHeight	posterior	speciation.likelihood	prior	likelihood	species.popMean	speciesTree.splitPopSize1	speciesTree.splitPopSize2	speciesTree.splitPopSize3	speciesTree.splitPopSize4	speciesTree.splitPopSize5	speciesTree.splitPopSize6	speciesTree.splitPopSize7	speciesTree.splitPopSize8	speciesTree.splitPopSize9	speciesTree.splitPopSize10	speciesTree.splitPopSize11	speciesTree.splitPopSize12	speciesTree.splitPopSize13	speciesTree.splitPopSize14	speciesTree.splitPopSize15	speciesTree.splitPopSize16	species.birthDeath.meanGrowthRate	species.birthDeath.relativeDeathRate	6015445.treeModel.rootHeight	6015445.kappa	6015445.frequencies1	6015445.frequencies2	6015445.frequencies3	6015445.frequencies4	6015445.clock.rate	cluster491.treeModel.rootHeight	cluster491.kappa	cluster491.frequencies1	cluster491.frequencies2	cluster491.frequencies3	cluster491.frequencies4	cluster491.clock.rate	cluster544.treeModel.rootHeight	cluster544.kappa	cluster544.frequencies1	cluster544.frequencies2	cluster544.frequencies3	cluster544.frequencies4	cluster544.clock.rate	cluster657.treeModel.rootHeight	cluster657.kappa	cluster657.frequencies1	cluster657.frequencies2	cluster657.frequencies3	cluster657.frequencies4	cluster657.clock.rate	cluster793.treeModel.rootHeight	cluster793.kappa	cluster793.frequencies1	cluster793.frequencies2	cluster793.frequencies3	cluster793.frequencies4	cluster793.clock.rate	6015445.treeLikelihood	cluster491.treeLikelihood	cluster544.treeLikelihood	cluster657.treeLikelihood	cluster793.treeLikelihood
0	-336.393925250369	0.01370120718745279	-9839.042135034473	3.316024652509271	-306.23892212571053	-9532.803212908762	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	1.0	0.5	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	0.9999999999999999	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	1.0	-2143.6033441801733	-4053.735017628411	-473.50262358372396	-1105.9723067661728	-1755.9899207502808
30000	-89.40023578385811	2.280701107568737	-4385.192026394868	-6.705177019618338	-124.84986257032402	-4260.342163824544	3.0209252337856327	18.757404736499264	4.086582031851895	16.252615998731894	21.93837853965889	15.438099544657387	19.316590225256704	6.586547716240335	5.5400690950333695	1.942499388745185	15.63157616058141	4.141803838472033	14.60576286027206	2.4251116842696114	8.568897787705543	4.082166556980327	2.4427400614035983	0.012790029034451466	0.9852304348465669	18.974623290215234	5.332272869088074	0.2052402003382405	0.3180965228890671	0.26896312576578096	0.20770015100691136	0.0018396880833314974	11.736970717048806	4.060766293705863	0.2916498863920617	0.22386285846615983	0.22304350985669574	0.2614437452850828	2.244283535588278E-4	20.95008445530725	3.5121760615481783	0.24317343630617275	0.21452066308512702	0.22732007643638477	0.3149858241723153	4.145103325688782E-4	8.447028820667542	0.6491323503763846	0.21249669076570749	0.26488278392478704	0.2690351153612821	0.2535854099482232	2.8749814996955605E-4	17.292348897357122	3.942521483675258	0.2298688854640002	0.28485468575858636	0.22834158174422076	0.2569348470331926	4.877363186263066E-4	-998.6080587791379	-1613.6698079941482	-269.16057296497667	-480.65390431418183	-898.2498197720993
60000	147.14466748223543	4.417957299910156E-4	-3926.5750306798564	34.58458666038413	259.69578293977986	-4186.270813619636	3.640260971574651E-4	0.001200214360892582	8.659189393134026E-4	0.0021291403323183294	8.507975475603195E-4	0.001420557841897937	0.0021729938122841334	5.715087689285999E-4	4.0630229696795477E-4	5.965268227577935E-4	2.2441440032502526E-4	5.570556838345057E-4	4.8582022486214364E-4	0.0010088395393698228	1.5611055630143926E-4	0.0010047788772213936	1.9576563838103115E-4	649.9426282315853	0.7829278047829797	0.0019682043878582896	5.14957448177526	0.15486366787090616	0.37498993518240314	0.31698440482274515	0.15316199212394535	18.36354726155414	0.0014701027440993072	4.448900834747845	0.32286208322450954	0.17810122927637265	0.19961964659518003	0.29941704090393784	2.915480935170166	0.001150440679293903	1.3442464818399797	0.24674735209024273	0.20870915365167733	0.18177473072607306	0.36276876353200677	9.048396956131596	6.586797990446281E-4	2.6024033525026113	0.2276706750341095	0.254249681740125	0.24451801266900783	0.2735616305567574	0.4620327613582345	0.0033815461473394276	2.2221982748352347	0.18488992150060132	0.2906883272916352	0.25267963190661874	0.2717421193011448	2.679454678879343	-959.8960084310057	-1589.6954444806963	-264.9956717163143	-482.5978428276669	-889.0858461639526
90000	131.85038539805774	5.93564852488887E-4	-3935.086847577192	31.408277757482715	240.3250005134698	-4175.411848090662	3.982993146138537E-4	0.001883329294384552	7.861213425057662E-4	0.0014656552661519691	0.001214633176853752	0.0015444414380878224	2.824942385580312E-4	0.002055116308826049	2.785064364875847E-4	0.0019333405198503097	6.180776933430793E-4	7.78066277143925E-4	4.5247624476043067E-4	0.0011965346712785728	3.349659643512785E-4	7.357846740750732E-4	6.674433599246962E-4	126.20625247744505	0.8779338598066635	0.004454978243747832	6.816349054518748	0.15290620063712412	0.40487248797516007	0.2918212850417305	0.15040002634598518	6.338455119975938	0.0019202215085512555	7.4906619625129265	0.34881066267182403	0.16151763070695185	0.18863545173481017	0.301036254886414	1.9549862154458304	0.0038320646985174267	1.704716075666729	0.22638169047600135	0.19722738376314713	0.1945528636173106	0.3818380621435406	3.038065854954598	0.004555051926972287	2.62657805680623	0.22479679357519639	0.2619861103985537	0.2420188485299766	0.27119824749627314	0.32156142186295666	0.005150687899848227	2.2364892967415244	0.16745670922881833	0.3062708836900374	0.2754022739475965	0.2508701331335479	1.9033552683410968	-955.4888377402452	-1590.6051441593354	-264.1321280067823	-480.9395203481362	-884.2462178361623
120000	-7.718556432649502	0.00797688348199543	-4135.296476255372	18.325635024737878	30.431451955417668	-4165.727928210789	0.05225625069677539	0.21537437921774535	0.14538282382762607	0.1842543880171251	0.08506359877589485	0.30385803680211626	0.19932368110637577	0.07413699962114256	0.15742930078417908	0.10228026062573936	0.2371575797448499	0.06442622661372807	0.36396058965914324	0.17694971755159083	0.045365851764186976	0.048054646369708943	0.1787365340744037	5.846236538868615	0.9256182803847814	0.7623508612361873	5.445091752141228	0.1373448731006531	0.446618732938135	0.2868028049217667	0.12923358903944507	0.05984792332365931	0.5981396459253546	9.403068958811712	0.3471856358630961	0.15473478443456212	0.17993503919799705	0.3181445405043447	0.0075018919905183775	1.16317110608061	0.7062733186992888	0.2426724918611831	0.1912406128761512	0.19086199696553818	0.37522489829712724	0.0060372463136786425	0.6347995202860011	5.569611974085437	0.25363246779443976	0.2751855408743853	0.2837114851320374	0.18747050619913735	9.450939904329806E-4	0.42787046784370175	3.6551178191912777	0.16556543074018976	0.3601367617918887	0.23558850421861197	0.23870930324930964	0.03884378183701411	-945.7910976641581	-1590.9356543951276	-264.46972807232794	-480.85883522068264	-883.672612858493
150000	-33.62050035449397	0.4306375232023677	-4205.836688562388	1.7504706094460405	-44.81562313251028	-4161.021065429878	0.7325867778072628	1.358709806901753	6.264775077932967	0.8421826779115901	4.006394211236614	2.582874548142643	3.8885766130971637	0.6480566204188842	1.0996443102443187	0.5295168081782989	1.2248253157070486	1.1636284197072628	1.7723541783621861	1.0992524852389993	0.9074392167718112	0.8647549199905825	1.0090866358343888	2.58116405073858	0.1861799254341991	2.427516554978967	8.804210152705343	0.10174004165568741	0.48934362254700087	0.2768977416288947	0.13201859416841685	0.012612872951523895	1.2982359958038623	1.8600943869831723	0.3227424844127727	0.15357387255010083	0.20710312445656007	0.3165805185805664	0.0023543265406620185	1.1469760695892042	0.6747344435651932	0.2998101150549572	0.161717453753033	0.16299190009271652	0.37548053109929297	0.009435074056505772	1.7501833127773496	5.37109173394569	0.23972852480060924	0.2786804173016099	0.27969249211347447	0.20189856578430632	0.0013531587551831586	4.6264377426496655	2.045892408201758	0.1714414733957609	0.33905435264273487	0.24604296231090977	0.24346121165059445	0.002029495586756052	-943.9566016755114	-1589.3771166568397	-264.93192387949034	-478.79599872654035	-883.9594244914958
180000	139.64573108983762	2.867820712131816E-4	-3904.7703747432183	35.663302101722124	253.832802364053	-4158.603177107271	2.94342658367333E-4	0.001736671131567643	8.76038302818705E-4	0.0013069453735856202	6.880909172621557E-4	9.127086209098907E-4	5.500224967708792E-4	5.753351974417377E-4	0.001244425830862858	1.8726698954245596E-4	7.643393220327952E-4	4.183216758423217E-4	3.7888389776934394E-4	7.752300421384027E-4	4.322859712644058E-4	1.8833335379590972E-4	0.001296461969004202	1808.0690773050349	0.24585059813451957	0.001702826248449987	4.787789646864193	0.10121671475705492	0.5036873860783286	0.281944716840235	0.11315118232438126	15.82310277042286	0.0033276546385838384	2.1550955270003525	0.3289222153444075	0.16924786366621913	0.19318611454506088	0.3086438064443124	1.0413184465020682	0.003337246824393109	1.1097924412394977	0.2293493932870281	0.17361405108910424	0.1580247600514339	0.43901179557243347	4.093864807452687	6.178049240279784E-4	4.114820228143385	0.22100059755667606	0.25817031142014085	0.2736214173542758	0.2472076736689071	2.2140393957061866	0.0015422733207640213	2.1710259526229487	0.15321881653365976	0.36834832315767346	0.24128751164208945	0.23714534866657738	5.880627622262056	-943.929120324009	-1589.990710424734	-263.14425335201247	-478.1467443615897	-883.3923486449256
210000	111.50138334831101	0.0011703741662194031	-3967.859202962184	31.77039958607215	195.21458512717174	-4163.073788089356	0.0020299153481887463	0.006882332896569688	0.0018168861465998301	0.01899451140079724	0.0055173044800559705	0.0034206363267211067	0.005092733172740436	0.004288186664262549	0.0017841758001324985	0.0030762283909247365	0.0015424214353016183	0.004435009871401324	0.002666682321801824	0.0018916281254230732	8.315729432190855E-4	0.00314971171273782	0.002959955497263928	1616.0925339730584	0.0986971957416395	0.00582903768907714	6.896338493906033	0.10230157319156578	0.48844896741794996	0.3091981441514935	0.10005131523899075	7.176174453792643	0.003334131317879979	2.6005337969060403	0.33319521592536183	0.14954849776803458	0.21095346479771068	0.3063028215088929	0.7485823905574552	0.007032672826001398	1.4035123758749661	0.22159724433149777	0.18890967038876466	0.15159953690698216	0.43789354837275507	1.8767627396491846	0.005245527889550181	1.4479989773932074	0.23069635873911387	0.26718638737842504	0.273609747295124	0.22850750658733707	0.340059899521644	0.01495801924924579	12.789646004683737	0.14320762164519332	0.32728523638493157	0.28546991691992973	0.24403722504994557	0.8973350614087009	-942.8245953815328	-1590.701345837507	-262.96663834015567	-480.4986883429478	-886.0825201872127
240000	36.83692710204127	0.031693319019844936	-4078.4127634627785	14.673973453735432	84.35043215124271	-4162.763195614021	0.01329028571414865	0.06981125168388548	0.07610630610543526	0.021960226809939067	0.025854840115651794	0.0558392171927913	0.054619479618453357	0.03440830045356703	0.013331498984165316	0.05555566436173888	0.0850355362152703	0.047573942103752334	0.009659114901440793	0.06619032554361508	0.04485290222001638	0.027916107437116356	0.015483427549249924	35.39988190218286	0.34226178344685126	0.167146242677772	10.196505830038715	0.10115078683584346	0.49783177948559704	0.2793011297043384	0.12171630397422094	0.19792044005064235	0.19597590804726844	1.3938181867081185	0.32899871129045755	0.1495840676301711	0.21231918283729406	0.3090980382420772	0.018115514719143203	0.1278994350057617	0.526154339079231	0.2129955987688409	0.18065642625329711	0.14896717868467999	0.4573807962931817	0.06264747999335106	0.1604603752013475	5.805075444159243	0.19217070511703488	0.26296603672335556	0.30438799837164304	0.24047525978796647	0.013240157592325042	0.29207992843493463	9.66944243776714	0.16715671026635012	0.34778958300034885	0.27362855215235604	0.2114251545809451	0.05866306213953763	-944.7927834200902	-1591.367408540943	-264.0983141682851	-476.7783572424575	-885.7263322422464
270000	94.189483023275	0.004428081642192252	-3988.0983709489947	25.282128797810863	171.52252898995624	-4159.620899938951	0.0035305902125211687	0.012728438302119118	0.016323659726347358	0.011243267949850576	0.009377791628939959	0.013975149920419152	0.00608341557296189	0.001956902178015799	0.006954668920180063	0.00559152215573486	0.001392498382368179	0.0038513645876940136	0.006641298230136643	0.011100504299293906	0.0015081016454431984	0.004713435904319832	0.0066618036245407585	267.84997390197503	0.5853773562726872	0.015061714639743935	7.1801206811047305	0.09448172819874982	0.5010378487653858	0.2952141882478883	0.10926623478797573	1.676514066821361	0.011264526210844582	2.1995813672730304	0.33663821612839173	0.16454218463376016	0.20523596222891882	0.29358363700892925	0.5621171342807925	0.011003827584549052	1.367500906957407	0.24111756020404967	0.17578697777642072	0.17079123781588573	0.4123042242036434	0.4838640910521787	0.017597489965348365	9.693688349475266	0.21931784502893936	0.2919931459242847	0.267558846838928	0.22113016220784798	0.11729797091619286	0.014557075423442789	1.7744293543890561	0.14813355256467237	0.31540032813303415	0.2854065142228917	0.251059605079402	0.7056835240133887	-942.220960090777	-1589.5329377115017	-263.76306452366185	-477.73303983476484	-886.3708977782458
300000	110.36150789142597	8.66814785818317E-4	-3961.282506773583	32.29899156417729	197.0280837395483	-4158.3105905131315	0.0012340649645116982	0.00461863244070882	0.00913920350217221	0.005228259044828661	0.004455426794342348	0.0041985571668694665	0.0011100542874088297	0.004842797468659392	0.004395990796311	0.00556199502462015	0.003709326770137547	0.0046517415158421754	9.973410979122275E-4	3.5449046975396034E-4	0.0013724548262673915	0.0018066407464929824	0.002806534267317407	126.76746377769113	0.9077536519934296	0.008257340713108123	9.603435349158845	0.10926614420126349	0.5001606040725065	0.27543503851448414	0.11513821321174568	5.0595351351720055	0.007600985586943119	14.055683998278344	0.328924452953714	0.13867879543606143	0.21399736619687423	0.31839938541335033	1.4469015634223967	0.005666012200113745	1.5270621058457101	0.22704102154947747	0.16246438171485741	0.19285512607405145	0.4176394706616133	1.610844355982651	0.01351146864095315	15.752779972556864	0.22364658101100354	0.2980228355653801	0.255687867781473	0.2226427156421434	0.1204652249841392	0.011338328021257432	4.4046342869660515	0.16898699243503515	0.31568766951069976	0.27142738195103083	0.24389795610323448	1.761101684999481	-942.6023217414253	-1593.1947209320267	-262.69260418532946	-475.32715723926844	-884.4937864150816
330000	83.62162445401097	0.004072385731975193	-4001.100702940004	21.414439151339867	167.85786589113235	-4168.958568831136	0.001354534519933163	0.008486933781970485	0.006113254503321651	0.006365879773525097	0.002630388774521198	0.0024938598031583347	0.009977317828424299	0.0032631421461670946	0.0010267180486125023	0.0057834449027532086	0.00819877987842317	0.0015595629948908943	0.004308165702019082	0.0012021560335803226	0.007899763936610618	0.00259728956867368	0.004332647823497812	6.721240629225082	0.9567615337971441	0.02346507117118067	9.937987234687592	0.10680253774330976	0.4947050589069367	0.2717282542720921	0.12676414907766106	1.5074814684677247	0.030291925564894608	1.0120649775662947	0.33551116265942355	0.17126984435287135	0.18936900277485566	0.30384999021284936	0.13864245762850663	0.008415359396348288	1.597005478526023	0.2335741778336957	0.16934638985985945	0.16851610851966548	0.42856332378677886	1.4762655700741203	0.022019895670493284	4.83829300757849	0.19778036324422704	0.30880066421901176	0.28786771660238664	0.20555125593437473	0.07242798015691573	0.044265868815511894	3.2081156626612732	0.13237046648286152	0.38980881190974115	0.2591450557980429	0.21867566580935463	0.24807707678028187	-946.9670282401622	-1593.6628394990132	-267.13407736833227	-476.84832935871543	-884.3462943649129
360000	14.03975528605868	0.1366265556793857	-4125.449305306697	6.149145121319	41.37767353710623	-4166.826978843804	0.055388677107478294	0.16539304341224204	0.38947613646482004	0.3676670315374984	0.2662311856886113	0.4210957597912413	0.22207295585784168	0.18567017056964694	0.10962308090352822	0.1613657419471728	0.06201196686789582	0.039810876926904826	0.14223093080286617	0.25963673018910666	0.08983618377152255	0.25469663869921094	0.2122064160262225	0.05258640726478097	0.9940075416237811	0.5181904094863167	6.719710795619594	0.10799268568642638	0.4885391440357771	0.30552136447557776	0.0979468058022185	0.05623941707511681	0.36329749529426697	1.5828086417516707	0.33910097899440644	0.16470462137610806	0.20414724813514265	0.29204715149434257	0.012147356706936403	0.3740314478292251	0.2845149709714954	0.20915045777310515	0.21138422910376453	0.16420341976490055	0.4152618933582293	0.008261556390880382	0.3125025340457191	9.441268131250657	0.1858306759611069	0.29450648580732525	0.2963466670703403	0.22331617116122776	0.009865579338035604	0.4327753219774115	2.2777559098997373	0.13000733530982295	0.31673786222463546	0.28804676695997167	0.2652080355055701	0.020906822305002282	-942.5301946997273	-1590.819590554004	-269.8464844736973	-477.5783955907136	-886.0523135256614
390000	81.64508972978814	0.0096908631357992	-4029.8011724080006	20.94421683216774	131.59678732056008	-4161.397959728561	0.013148786926118854	0.10142239084199797	0.029118359235228205	0.04371261686556957	0.035068891052307476	0.03223525892585758	0.02317603567938874	0.004948210992264601	0.005533357579826496	0.030096022374360418	0.010254224386877496	0.010702089332740462	0.005248167596406428	0.023000395965620445	0.018512383015087525	0.05404383939540685	0.016229689989445333	76.7323785177946	0.7011021452405976	0.029294656642048153	8.225230340898054	0.09970758797894186	0.49791365454912223	0.27983662127511	0.12254213619682564	1.0072360722177294	0.023105073870436293	4.703554143961675	0.3353011483626696	0.16707673700208145	0.20988509716173306	0.2877370174735156	0.172839969680458	0.022856446890416635	0.365137748577559	0.23098460234350357	0.15907137026157783	0.18979460051552752	0.4201494268793907	0.6253143757806215	0.011717009731457197	9.200473421616435	0.18211245005562762	0.27848457887028405	0.2522551176862751	0.2871478533878135	0.4821062740093371	0.03453591337540879	2.9333990801726118	0.1375188510080844	0.3797604607589577	0.2486881619102284	0.2340325263227296	0.5269087209564229	-941.4888390275742	-1590.0544875987032	-263.2743393172687	-483.1252503769969	-883.4550434080177
420000	136.01785339693984	0.002324534228446014	-3956.351107960626	26.494601935534483	212.27097144222463	-4168.62207940285	0.0018488720276663	0.004525638121506064	0.011852254015049581	0.00967050913360435	0.0045634147220644464	0.010663885706883378	0.010381472135873872	0.0014771560573521925	2.3296848361122969E-4	2.9095503766164916E-4	4.967496945614706E-4	0.0017303785012838008	0.008309096754294875	7.026811527399392E-4	0.005577556531922022	0.0015047280835061747	0.001959564481449441	107.28694742618507	0.7549592448684416	0.005657359406984027	4.3720897404727195	0.11010545882071188	0.46703173032441314	0.30604205264938594	0.11682075820548873	6.486564441964515	0.0051680652972528615	7.306992908628696	0.33440132594177396	0.14811377380948687	0.226601359164655	0.2908835410840839	0.44982655458951687	0.0036031196184415034	2.2059586334278682	0.23045480205629615	0.20159708289737108	0.17881357993219038	0.389134535114142	2.080338518664117	0.003886975147930189	15.791382737083563	0.1708800418330424	0.32287274717803144	0.2608713379576259	0.2453758730313007	0.5184102045808329	0.003737631704425057	5.179824062511448	0.14538770811432508	0.3568449515843796	0.2580619107337246	0.2397054295675708	2.514312559038005	-942.6218724765996	-1593.2505111269109	-264.7741647194442	-478.6415940673477	-889.3339370125478
450000	123.84383617027326	9.76713934645848E-4	-3942.3682397119433	30.79858037125572	220.1540118606212	-4162.5222515725645	6.11284755417088E-4	0.0016610182668840767	0.0031537464758929976	0.002129712387122702	0.0018285268088506941	0.0014135692348309832	0.0018389432295573334	0.0014324250876741418	3.7452678336082437E-4	8.800861436315334E-4	8.594529002302233E-4	5.81919249191651E-4	5.250565060287004E-4	0.0022974647222661075	0.0010583745775149564	0.002271605290448129	0.002338481927246768	1187.871342556714	0.13098045901023145	0.004808747858124532	11.002699739507724	0.10965610396474745	0.47990078819044035	0.29875486254866807	0.11168824529614378	6.723829842256252	0.0056194318844381315	1.5025758489397862	0.3322775687198407	0.16813804227610207	0.20735974001208562	0.29222464899197137	0.8580186174756966	0.0023862967641965554	1.0910997035090944	0.24748678106556876	0.20730419865665087	0.1512747335345643	0.3939342867432157	6.274551309213309	0.003187238862197817	153.90531330354537	0.2200352731657711	0.28916077794788914	0.26170128090538397	0.2291026679809562	1.1067283207620011	0.004157248021121244	7.766079173386077	0.14577853479646122	0.36145434969196266	0.29166580596334046	0.20110130954823566	2.542533375978733	-942.2262954250077	-1591.1160488254304	-264.460443803762	-477.73881270405195	-886.9806508143123
480000	6.83342403891432	0.04206179522983439	-4123.546606954767	11.832784309452189	39.54866344973766	-4163.095270404505	0.03901900736924008	0.06699067109278271	0.215414839531419	0.08652849396412256	0.14565366514552136	0.08425418105417808	0.17659130735436177	0.15304670040296545	0.07247287883294296	0.2681676369811425	0.04610275802365292	0.046612143907791614	0.04068586325264407	0.13478170693695793	0.03079542317486899	0.09252581512134472	0.08160621326657716	21.95176218966628	0.7997716304746816	0.6481749951545992	6.829828647451361	0.09130341962118085	0.4785994421826413	0.29337996778330067	0.13671717041287682	0.047333321802766955	0.35529025352900384	1.695000276581458	0.3246636557760663	0.17371595588990613	0.19193152524817914	0.30968886308584825	0.03393362790583033	0.12847258212862606	0.8875006154871988	0.20674921940256785	0.17366110467976975	0.16943540665948492	0.4501542692581771	0.0742123120118851	0.4757162592680498	374.8446993185743	0.2108466501213806	0.2709637014161539	0.28534138439107887	0.23284826407138703	2.676466505115815E-4	0.3455732782973612	1.7451996567843637	0.1723775781016754	0.33279009358533307	0.25013082759997407	0.24470150071301738	0.03153367725417844	-944.942019377191	-1590.4367867192036	-265.20110474372507	-479.1220479013411	-883.3933116630446
510000	-0.21729807462755812	0.14992101702674046	-4163.517825402333	6.317825464859328	5.998423365404111	-4169.516248767737	0.15200317860621	0.38436379483670025	0.3218052514586952	0.2648856017085154	0.6797530489332313	0.7013345829433567	0.5113653461108816	0.3061990536010686	0.2187247675182227	0.37925524005628874	0.8444452598358217	0.2413359088144951	0.14473058938519018	0.14978053457551568	0.36896801643068283	0.8118876039493798	0.10414109541871555	10.817377668816745	0.18656949177657917	0.8358277932834046	11.30782157137782	0.07782943479375734	0.5337939838142476	0.2593964640715153	0.12898011732047931	0.029432985841580685	0.21770626646130942	3.183209676541377	0.3318800871186379	0.15926558707560068	0.20232445964916998	0.30652986615659117	0.01042579547843705	0.3308608773180439	0.8650321763959713	0.30118177308159977	0.13529542147935236	0.17018510763975106	0.39333769779929645	0.02014663276478604	0.8902447194930854	223.30876475336535	0.19364351700693022	0.2730437241754888	0.3057367473324022	0.2275760114851792	0.002177433717073111	0.7791510467691135	3.8308548672385636	0.1526563776028419	0.3520134839931573	0.22635329145608937	0.26897684694791135	0.012678669200972329	-950.2807473114766	-1589.4274758300296	-269.5871495079198	-476.36848742980794	-883.852388688503
540000	64.23107821482657	0.0026279647976366312	-4036.8475150920235	25.36896685738014	126.96918820120256	-4163.816703293226	0.009221281257028176	0.030351972656700362	0.03131975968550219	0.03571075008578196	0.041970074846239075	0.030292041346730778	0.019264125086921487	0.008258999960828572	0.005255984747420284	0.005706548367764021	0.0020865101364036564	0.007762475651480713	0.01759909482815615	0.022114478224982546	0.016736403193725113	0.018499483796546687	0.012944689994801552	577.1811543669227	0.10426518704187657	0.057113199336402055	9.55557709778755	0.11122475457389358	0.4876012325832411	0.27227098499803615	0.12890302784482865	0.6861283922258462	0.020297083560233437	4.54992048894799	0.3527498991821881	0.155524323686624	0.1976804110047602	0.29404536612642745	0.15444162453854118	0.019122086909475075	1.1182026719673412	0.19385084793709187	0.21564848110628915	0.18180063156853404	0.4087000393880846	0.8438027018766667	0.04217881102000928	9.123067479635841	0.19418768269812584	0.2979579885545946	0.24940710165080035	0.2584472270964795	0.03865431961218141	0.018668260321474364	2.9599167573491605	0.18178684503620535	0.3278172918952996	0.25732618205386076	0.23306968101463418	0.44808787453180837	-943.6738877853337	-1591.0029669600328	-265.2284146707245	-476.2505221468572	-887.6609117302777
